net_name,run_id,driver_pin,driver_model,rx_pins,rx_model,n_rx,series_r,z0_avg,delay_ps,length_in,cap_pf,voh,vol,rise_time_ns,fall_time_ns,overshoot_pct,undershoot_pct,nmh,nml,peak_v,trough_v,gamma_source,settling_time_ns,notes
TR51_EXT_SYNC_P3V3,A,U95-1,HVD75_R,U95-4,HVD75_D,1,R479,45.5,445.1,2.92,9.8,3.287,0.013,10.12,9.15,1.3,1.5,1.287,0.787,3.33,-0.035,-0.3,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR51_EXT_SYNC_P3V3,B,LVC8T245 via R479,LVC8T245_B,"U95-4,U95-1",HVD75_D,2,R479,45.5,445.1,2.92,9.8,3.292,0.008,1.13,0.8,9.9,17.7,1.292,0.792,3.619,-0.576,-0.5167,3.19,Outbound: LVC8T245 → HVD75 D input (via R)
TR52_EXT_SYNC_P3V3,A,U96-1,HVD75_R,U96-4,HVD75_D,1,R478,45.7,442.3,2.903,9.7,3.287,0.013,10.12,9.15,1.3,1.5,1.287,0.787,3.331,-0.036,-0.302,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR52_EXT_SYNC_P3V3,B,LVC8T245 via R478,LVC8T245_B,"U96-4,U96-1",HVD75_D,2,R478,45.7,442.3,2.903,9.7,3.292,0.008,1.13,0.8,9.9,17.7,1.292,0.792,3.619,-0.577,-0.5183,3.19,Outbound: LVC8T245 → HVD75 D input (via R)
TR53_EXT_SYNC_P3V3,A,U98-1,HVD75_R,U98-4,HVD75_D,1,R472,45.6,378.4,2.487,8.3,3.289,0.011,10.09,9.13,1.1,1.3,1.289,0.789,3.327,-0.031,-0.301,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR53_EXT_SYNC_P3V3,B,LVC8T245 via R472,LVC8T245_B,"U98-4,U98-1",HVD75_D,2,R472,45.6,378.4,2.487,8.3,3.293,0.007,1.25,0.88,9.5,11.8,1.293,0.793,3.607,-0.384,-0.5175,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR54_EXT_SYNC_P3V3,A,U100-1,HVD75_R,U100-4,HVD75_D,1,R471,45.7,325.3,2.142,7.1,3.291,0.009,10.07,9.11,0.9,1.0,1.291,0.791,3.322,-0.025,-0.302,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR54_EXT_SYNC_P3V3,B,LVC8T245 via R471,LVC8T245_B,"U100-4,U100-1",HVD75_D,2,R471,45.7,325.3,2.142,7.1,3.294,0.006,1.3,0.98,9.6,8.9,1.294,0.794,3.61,-0.289,-0.5183,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR55_EXT_SYNC_P3V3,A,U103-1,HVD75_R,U103-4,HVD75_D,1,R458,45.4,272.0,1.799,6.0,3.292,0.008,10.05,9.08,0.7,0.8,1.292,0.792,3.317,-0.019,-0.299,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR55_EXT_SYNC_P3V3,B,LVC8T245 via R458,LVC8T245_B,"U103-4,U103-1",HVD75_D,2,R458,45.4,272.0,1.799,6.0,3.295,0.005,1.31,1.06,7.8,8.8,1.295,0.795,3.553,-0.287,-0.5159,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR56_EXT_SYNC_P3V3,A,U131-1,HVD75_R,U131-4,HVD75_D,1,R416,45.5,352.6,2.323,7.8,3.29,0.01,10.08,9.12,0.9,1.0,1.29,0.79,3.318,-0.021,-0.3,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR56_EXT_SYNC_P3V3,B,LVC8T245 via R416,LVC8T245_B,"U131-4,U131-1",HVD75_D,2,R416,45.5,352.6,2.323,7.8,3.294,0.006,1.34,0.98,7.1,6.3,1.294,0.794,3.528,-0.203,-0.5167,2.97,Outbound: LVC8T245 → HVD75 D input (via R)
TR57_EXT_SYNC_P3V3,A,U127-1,HVD75_R,U127-4,HVD75_D,1,R417,45.3,309.9,2.043,6.9,3.291,0.009,10.07,9.11,0.9,1.0,1.291,0.791,3.321,-0.024,-0.298,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR57_EXT_SYNC_P3V3,B,LVC8T245 via R417,LVC8T245_B,"U127-4,U127-1",HVD75_D,2,R417,45.3,309.9,2.043,6.9,3.295,0.005,1.3,0.98,9.5,8.9,1.295,0.795,3.609,-0.289,-0.5151,2.86,Outbound: LVC8T245 → HVD75 D input (via R)
TR58_EXT_SYNC_P3V3,A,U117-1,HVD75_R,U117-4,HVD75_D,1,R418,45.3,274.3,1.81,6.1,3.292,0.008,10.05,9.08,0.7,0.8,1.292,0.792,3.316,-0.019,-0.298,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR58_EXT_SYNC_P3V3,B,LVC8T245 via R418,LVC8T245_B,"U117-4,U117-1",HVD75_D,2,R418,45.3,274.3,1.81,6.1,3.295,0.005,1.31,1.06,7.8,8.8,1.295,0.795,3.552,-0.286,-0.5151,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR59_EXT_SYNC_P3V3,A,U105-1,HVD75_R,U105-4,HVD75_D,1,R419,45.2,239.8,1.584,5.3,3.293,0.007,10.05,9.08,0.6,0.6,1.293,0.793,3.311,-0.013,-0.297,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR59_EXT_SYNC_P3V3,B,LVC8T245 via R419,LVC8T245_B,"U105-4,U105-1",HVD75_D,2,R419,45.2,239.8,1.584,5.3,3.296,0.004,1.31,1.07,5.5,8.0,1.296,0.796,3.477,-0.259,-0.5142,2.09,Outbound: LVC8T245 → HVD75 D input (via R)
TR5_EXT_SYNC_P3V3,A,U111-1,HVD75_R,U111-4,HVD75_D,1,R448,45.0,294.0,1.948,6.5,3.297,0.003,10.04,9.09,1.0,1.1,1.297,0.797,3.329,-0.033,-0.295,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR5_EXT_SYNC_P3V3,B,LVC8T245 via R448,LVC8T245_B,"U111-4,U111-1",HVD75_D,2,R448,45.0,294.0,1.948,6.5,3.298,0.002,1.27,0.98,11.2,11.8,1.298,0.798,3.669,-0.388,-0.5126,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR60_EXT_SYNC_P3V3,A,U102-1,HVD75_R,U102-4,HVD75_D,1,R420,45.3,285.1,1.878,6.3,3.292,0.008,10.05,9.08,0.8,0.8,1.292,0.792,3.317,-0.019,-0.298,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR60_EXT_SYNC_P3V3,B,LVC8T245 via R420,LVC8T245_B,"U102-4,U102-1",HVD75_D,2,R420,45.3,285.1,1.878,6.3,3.295,0.005,1.31,1.06,8.8,8.8,1.295,0.795,3.587,-0.286,-0.5151,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR61_EXT_SYNC_P3V3,A,U112-1,HVD75_R,U112-4,HVD75_D,1,R421,45.4,357.1,2.349,7.9,3.289,0.011,10.08,9.12,0.9,0.9,1.289,0.789,3.317,-0.02,-0.299,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR61_EXT_SYNC_P3V3,B,LVC8T245 via R421,LVC8T245_B,"U112-4,U112-1",HVD75_D,2,R421,45.4,357.1,2.349,7.9,3.294,0.006,1.34,0.98,7.1,6.4,1.294,0.794,3.527,-0.203,-0.5159,2.97,Outbound: LVC8T245 → HVD75 D input (via R)
TR62_EXT_SYNC_P3V3,A,U123-1,HVD75_R,U123-4,HVD75_D,1,R422,45.4,420.2,2.761,9.3,3.287,0.013,10.12,9.15,1.3,1.4,1.287,0.787,3.33,-0.035,-0.299,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR62_EXT_SYNC_P3V3,B,LVC8T245 via R422,LVC8T245_B,"U123-4,U123-1",HVD75_D,2,R422,45.4,420.2,2.761,9.3,3.292,0.008,1.13,0.8,9.9,17.7,1.292,0.792,3.619,-0.576,-0.5159,3.19,Outbound: LVC8T245 → HVD75 D input (via R)
TR63_EXT_SYNC_P3V3,A,U130-1,HVD75_R,U130-4,HVD75_D,1,R423,45.8,486.6,3.197,10.6,3.286,0.014,10.14,9.14,1.5,1.7,1.286,0.786,3.336,-0.041,-0.303,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR63_EXT_SYNC_P3V3,B,LVC8T245 via R423,LVC8T245_B,"U130-4,U130-1",HVD75_D,2,R423,45.8,486.6,3.197,10.6,3.291,0.009,1.03,0.78,14.3,23.6,1.291,0.791,3.765,-0.769,-0.5191,3.41,Outbound: LVC8T245 → HVD75 D input (via R)
TR6_EXT_SYNC_P3V3,A,U118-1,HVD75_R,U118-4,HVD75_D,1,R460,44.8,362.1,2.396,8.1,3.296,0.004,10.06,9.1,0.9,1.0,1.296,0.796,3.325,-0.028,-0.2929,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR6_EXT_SYNC_P3V3,B,LVC8T245 via R460,LVC8T245_B,"U118-4,U118-1",HVD75_D,2,R460,44.8,362.1,2.396,8.1,3.297,0.003,1.33,0.98,7.1,6.4,1.297,0.797,3.532,-0.208,-0.511,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR7_EXT_SYNC_P3V3,A,U120-1,HVD75_R,U120-4,HVD75_D,1,R461,45.2,432.5,2.859,9.6,3.295,0.005,10.1,9.13,1.3,1.5,1.295,0.795,3.339,-0.044,-0.297,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR7_EXT_SYNC_P3V3,B,LVC8T245 via R461,LVC8T245_B,"U120-4,U120-1",HVD75_D,2,R461,45.2,432.5,2.859,9.6,3.297,0.003,1.13,0.8,9.9,17.8,1.297,0.797,3.624,-0.585,-0.5142,3.08,Outbound: LVC8T245 → HVD75 D input (via R)
TR8_EXT_SYNC_P3V3,A,U55-1,HVD75_R,U55-4,HVD75_D,1,R233,44.3,390.0,2.579,8.8,3.295,0.005,10.07,9.11,1.1,1.2,1.295,0.795,3.332,-0.036,-0.2878,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR8_EXT_SYNC_P3V3,B,LVC8T245 via R233,LVC8T245_B,"U55-4,U55-1",HVD75_D,2,R233,44.3,390.0,2.579,8.8,3.297,0.003,1.24,0.88,9.5,11.9,1.297,0.797,3.611,-0.389,-0.5068,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR9_EXT_SYNC_P3V3,A,U58-1,HVD75_R,U58-4,HVD75_D,1,R232,44.3,325.0,2.15,7.3,3.296,0.004,10.05,9.09,0.9,1.0,1.296,0.796,3.326,-0.029,-0.2878,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR9_EXT_SYNC_P3V3,B,LVC8T245 via R232,LVC8T245_B,"U58-4,U58-1",HVD75_D,2,R232,44.3,325.0,2.15,7.3,3.298,0.002,1.3,0.98,9.5,9.0,1.298,0.798,3.611,-0.293,-0.5068,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
SYNC_EN0_P3V3,—,LVC8T245 via R315,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R315,46.2,2842.0,18.845,61.5,3.25,0.05,1.23,1.06,46.9,46.9,1.25,0.75,4.798,-1.499,-0.5222,25.64,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN1_P3V3,—,LVC8T245 via R314,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R314,46.2,2108.0,14.069,45.7,3.267,0.033,1.22,1.04,47.8,48.1,1.267,0.767,4.844,-1.553,-0.5222,19.25,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN2_P3V3,—,LVC8T245 via R313,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R313,46.1,3141.0,20.815,68.1,3.249,0.051,1.23,1.06,46.7,46.7,1.249,0.749,4.791,-1.491,-0.5215,28.17,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN3_P3V3,—,LVC8T245 via R312,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R312,46.2,2041.0,13.62,44.2,3.267,0.033,1.22,1.04,47.6,47.9,1.267,0.767,4.839,-1.55,-0.5222,18.59,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN4_P3V3,—,LVC8T245 via R311,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R311,46.0,2764.0,18.33,60.2,3.254,0.046,1.23,1.05,47.1,47.1,1.254,0.754,4.807,-1.508,-0.5207,24.97,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN5_P3V3,—,LVC8T245 via R310,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R310,46.2,1088.0,7.436,23.6,3.293,0.007,1.2,1.03,34.0,37.8,1.293,0.793,4.415,-1.241,-0.5222,8.69,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN6_P3V3,—,LVC8T245 via R309,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R309,45.7,1411.0,9.382,31.0,3.278,0.022,1.21,1.04,42.5,44.3,1.278,0.778,4.68,-1.441,-0.5183,12.98,"1 driver → 16 enable inputs, total Cin≈48pF"
SYNC_EN7_P3V3,—,LVC8T245 via R308,LVC8T245_B,"8×HVD75 pins 2,3 (16 loads)",HVD75_EN,16,R308,46.0,1259.0,8.399,27.4,3.282,0.018,1.21,1.03,38.9,41.7,1.282,0.782,4.564,-1.357,-0.5207,9.9,"1 driver → 16 enable inputs, total Cin≈48pF"
CAL_MBUS_TX_P3V3,—,LVC8T245 via R131,LVC8T245_B,U38-4,HVD75_D,1,R131,45.2,111.9,0.748,2.5,3.298,0.002,1.4,1.13,2.3,2.8,1.298,0.798,3.373,-0.09,-0.5142,1.65,Outbound: LVC8T245 → HVD75 D input
CBUS_TX_P3V3,—,LVC8T245 via R279,LVC8T245_B,U135-4,HVD75_D,1,R279,46.0,1545.0,10.089,33.6,3.271,0.029,0.96,0.78,48.9,48.9,1.271,0.771,4.884,-1.584,-0.5207,13.97,Outbound: LVC8T245 → HVD75 D input
MBUS_TX_P3V3,—,LVC8T245 via R281,LVC8T245_B,U132-4,HVD75_D,1,R281,45.9,1555.0,10.151,33.9,3.271,0.029,0.96,0.78,48.8,48.8,1.271,0.771,4.881,-1.581,-0.5199,14.08,Outbound: LVC8T245 → HVD75 D input
RXLO_MBUS_TX_P3V3,—,LVC8T245 via R336,LVC8T245_B,U838-4,HVD75_D,1,R336,45.0,180.1,1.201,4.0,3.299,0.001,1.4,1.11,2.9,3.0,1.299,0.799,3.395,-0.098,-0.5126,1.65,Outbound: LVC8T245 → HVD75 D input
TXLO_MBUS_TX_P3V3,—,LVC8T245 via R197,LVC8T245_B,U60-4,HVD75_D,1,R197,46.1,231.1,1.523,5.0,3.296,0.004,1.31,1.06,6.1,9.0,1.296,0.796,3.496,-0.292,-0.5215,2.09,Outbound: LVC8T245 → HVD75 D input
CAL_MBUS_RX_P3V3,—,HVD75 R via R119,HVD75_R,U80-19,LVC8T245_B,1,R119,45.7,948.6,6.202,20.8,3.271,0.029,10.0,9.0,2.2,2.4,1.271,0.771,3.342,-0.049,-0.302,12.65,Inbound: HVD75 R output → LVC8T245 B-port
CBUS_RX_P3V3,—,HVD75 R via R492,HVD75_R,U80-17,LVC8T245_B,1,R492,45.9,1509.0,9.853,32.9,3.252,0.048,9.77,8.76,4.4,4.8,1.252,0.752,3.395,-0.111,-0.304,12.87,Inbound: HVD75 R output → LVC8T245 B-port
MBUS_RX_P3V3,—,HVD75 R via R480,HVD75_R,U80-18,LVC8T245_B,1,R480,45.9,1542.0,10.069,33.6,3.252,0.048,9.78,8.77,4.3,4.8,1.252,0.752,3.393,-0.109,-0.304,12.98,Inbound: HVD75 R output → LVC8T245 B-port
RXLO_MBUS_RX_P3V3,—,HVD75 R via R1256,HVD75_R,U80-21,LVC8T245_B,1,R1256,45.7,322.9,2.122,7.1,3.29,0.01,10.06,9.1,0.1,0.1,1.29,0.79,3.293,0.007,-0.302,12.21,Inbound: HVD75 R output → LVC8T245 B-port
TXLO_MBUS_RX_P3V3,—,HVD75 R via R193,HVD75_R,U80-20,LVC8T245_B,1,R193,45.6,349.5,2.294,7.7,3.289,0.011,10.06,9.1,0.1,0.1,1.289,0.789,3.292,0.007,-0.301,12.32,Inbound: HVD75 R output → LVC8T245 B-port
CAL_MBUS_EN_P3V3,—,LVC8T245 via R132,LVC8T245_B,"U38-2,U38-3",HVD75_EN,2,R132,30.7,141.7,0.958,4.8,3.298,0.002,1.41,1.14,0.5,0.6,1.298,0.798,3.313,-0.017,-0.3584,1.76,LVC8T245 → HVD75 RE#/DE (pullup R1236)
CBUS_EN_P3V3,—,LVC8T245 via R278,LVC8T245_B,"U135-2,U135-3",HVD75_EN,2,R278,45.9,1575.0,10.298,34.3,3.271,0.029,0.97,0.8,48.8,48.8,1.271,0.771,4.881,-1.581,-0.5199,14.3,LVC8T245 → HVD75 RE#/DE (pullup R493)
MBUS_EN_P3V3,—,LVC8T245 via R280,LVC8T245_B,"U132-2,U132-3",HVD75_EN,2,R280,46.0,1585.0,10.361,34.5,3.27,0.03,0.97,0.8,48.8,48.8,1.27,0.77,4.878,-1.578,-0.5207,14.41,LVC8T245 → HVD75 RE#/DE (pullup R474)
RXLO_MBUS_EN_P3V3,—,LVC8T245 via R335,LVC8T245_B,"U838-2,U838-3",HVD75_EN,2,R335,45.1,213.3,1.434,4.7,3.299,0.001,1.33,1.07,4.6,6.7,1.299,0.799,3.452,-0.219,-0.5134,1.65,LVC8T245 → HVD75 RE#/DE (pullup R1260)
TXLO_MBUS_EN_P3V3,—,LVC8T245 via R198,LVC8T245_B,"U60-2,U60-3",HVD75_EN,2,R198,45.8,266.0,1.766,5.8,3.296,0.004,1.31,1.06,6.6,8.9,1.296,0.796,3.514,-0.288,-0.5191,2.09,LVC8T245 → HVD75 RE#/DE (pullup R189)
LMK_STATUS_LD1_P3V3,—,U77-31 via R260,LMK04828_SDIO,U90-17,LVC8T245_B,1,R260,45.7,1255.0,8.264,27.5,3.274,0.026,0.77,0.77,2.4,2.4,1.274,0.774,3.355,-0.055,-0.0258,2.2,LMK STATUS → LVC8T245 B-port
LMK_STATUS_LD2_P3V3,—,U77-48 via R259,LMK04828_SDIO,U90-16,LVC8T245_B,1,R259,45.3,1276.0,8.416,28.2,3.273,0.027,0.77,0.77,2.0,2.0,1.273,0.773,3.34,-0.04,-0.0214,2.2,LMK STATUS_LD2 → LVC8T245 B-port
LMK_RST_P3V3,—,LVC8T245 via R282,LVC8T245_B,U77-5,LMK04828_SDIO,1,R282,44.9,1556.0,10.223,34.6,3.289,0.011,0.95,0.77,49.9,49.9,1.689,0.389,4.936,-1.636,-0.5118,14.19,LVC8T245 → LMK RESET (pullup R222)
LMK_PLL_SYNC_P3V3,—,LVC8T245 via R234,LVC8T245_B,U77-6,LMK04828_SYNC,1,R234,44.9,1632.0,10.722,36.4,3.288,0.012,0.94,0.77,49.9,49.9,2.088,0.388,4.934,-1.634,-0.5118,14.85,"LVC8T245 → LMK SYNC (uses SYNC model, not SDIO)"
