net_name,run_id,driver_pin,driver_model,rx_pins,rx_model,n_rx,series_r,z0_avg,delay_ps,length_in,cap_pf,voh,vol,rise_time_ns,fall_time_ns,overshoot_pct,undershoot_pct,nmh,nml,peak_v,trough_v,gamma_source,settling_time_ns,notes
TR19_EXT_SYNC_P3V3,A,U28-1,HVD75_R,U28-4,HVD75_D,1,R113,43.9,342.8,2.266,7.8,3.296,0.004,10.05,9.09,0.9,1.0,1.296,0.796,3.326,-0.029,-0.2836,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR19_EXT_SYNC_P3V3,B,LVC8T245 via R113,LVC8T245_B,"U28-4,U28-1",HVD75_D,2,R113,43.9,342.8,2.266,7.8,3.298,0.002,1.3,0.98,9.4,9.0,1.298,0.798,3.609,-0.293,-0.5034,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR1_EXT_SYNC_P3V3,A,U125-1,HVD75_R,U125-4,HVD75_D,1,R427,45.2,363.6,2.406,8.1,3.296,0.004,10.06,9.1,0.9,1.0,1.296,0.796,3.325,-0.028,-0.297,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR1_EXT_SYNC_P3V3,B,LVC8T245 via R427,LVC8T245_B,"U125-4,U125-1",HVD75_D,2,R427,45.2,363.6,2.406,8.1,3.297,0.003,1.33,0.98,7.1,6.4,1.297,0.797,3.532,-0.207,-0.5142,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR20_EXT_SYNC_P3V3,A,U27-1,HVD75_R,U27-4,HVD75_D,1,R112,44.3,364.0,2.404,8.2,3.296,0.004,10.06,9.1,0.9,1.0,1.296,0.796,3.324,-0.027,-0.2878,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR20_EXT_SYNC_P3V3,B,LVC8T245 via R112,LVC8T245_B,"U27-4,U27-1",HVD75_D,2,R112,44.3,364.0,2.404,8.2,3.297,0.003,1.33,0.98,7.1,6.4,1.297,0.797,3.532,-0.21,-0.5068,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR21_EXT_SYNC_P3V3,A,U24-1,HVD75_R,U24-4,HVD75_D,1,R111,45.5,443.9,2.928,9.8,3.295,0.005,10.1,9.13,1.3,1.5,1.295,0.795,3.339,-0.044,-0.3,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR21_EXT_SYNC_P3V3,B,LVC8T245 via R111,LVC8T245_B,"U24-4,U24-1",HVD75_D,2,R111,45.5,443.9,2.928,9.8,3.297,0.003,1.13,0.8,9.9,17.8,1.297,0.797,3.624,-0.586,-0.5167,3.19,Outbound: LVC8T245 → HVD75 D input (via R)
TR22_EXT_SYNC_P3V3,A,U22-1,HVD75_R,U22-4,HVD75_D,1,R110,45.0,517.2,3.409,11.5,3.294,0.006,10.08,9.08,1.8,2.0,1.294,0.794,3.352,-0.059,-0.295,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR22_EXT_SYNC_P3V3,B,LVC8T245 via R110,LVC8T245_B,"U22-4,U22-1",HVD75_D,2,R110,45.0,517.2,3.409,11.5,3.296,0.004,0.96,0.78,19.2,29.4,1.296,0.796,3.929,-0.966,-0.5126,3.41,Outbound: LVC8T245 → HVD75 D input (via R)
TR23_EXT_SYNC_P3V3,A,U19-1,HVD75_R,U19-4,HVD75_D,1,R109,44.8,587.3,3.871,13.1,3.293,0.007,10.06,9.06,2.0,2.2,1.293,0.793,3.358,-0.065,-0.2929,12.21,Inbound: HVD75 R output → LVC8T245 (via R)
TR23_EXT_SYNC_P3V3,B,LVC8T245 via R109,LVC8T245_B,"U19-4,U19-1",HVD75_D,2,R109,44.8,587.3,3.871,13.1,3.296,0.004,0.95,0.78,23.9,34.8,1.296,0.796,4.084,-1.145,-0.511,4.73,Outbound: LVC8T245 → HVD75 D input (via R)
TR24_EXT_SYNC_P3V3,A,U1-1,HVD75_R,U1-4,HVD75_D,1,R65,44.2,502.5,3.316,11.4,3.294,0.006,10.11,9.12,1.5,1.6,1.294,0.794,3.343,-0.048,-0.2868,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR24_EXT_SYNC_P3V3,B,LVC8T245 via R65,LVC8T245_B,"U1-4,U1-1",HVD75_D,2,R65,44.2,502.5,3.316,11.4,3.296,0.004,1.03,0.78,14.3,23.4,1.296,0.796,3.77,-0.769,-0.506,3.3,Outbound: LVC8T245 → HVD75 D input (via R)
TR25_EXT_SYNC_P3V3,A,U5-1,HVD75_R,U5-4,HVD75_D,1,R64,44.1,414.8,2.74,9.4,3.295,0.005,10.08,9.12,1.4,1.5,1.295,0.795,3.34,-0.045,-0.2857,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR25_EXT_SYNC_P3V3,B,LVC8T245 via R64,LVC8T245_B,"U5-4,U5-1",HVD75_D,2,R64,44.1,414.8,2.74,9.4,3.297,0.003,1.13,0.8,12.0,17.6,1.297,0.797,3.692,-0.579,-0.5051,2.53,Outbound: LVC8T245 → HVD75 D input (via R)
TR26_EXT_SYNC_P3V3,A,U140-1,HVD75_R,U140-4,HVD75_D,1,R63,44.1,327.5,2.167,7.4,3.296,0.004,10.05,9.09,0.9,1.0,1.296,0.796,3.326,-0.029,-0.2857,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR26_EXT_SYNC_P3V3,B,LVC8T245 via R63,LVC8T245_B,"U140-4,U140-1",HVD75_D,2,R63,44.1,327.5,2.167,7.4,3.298,0.002,1.3,0.98,9.5,9.0,1.298,0.798,3.61,-0.293,-0.5051,2.31,Outbound: LVC8T245 → HVD75 D input (via R)
TR27_EXT_SYNC_P3V3,A,U18-1,HVD75_R,U18-4,HVD75_D,1,R62,44.2,188.2,1.253,4.3,3.298,0.002,10.04,9.07,0.6,0.6,1.298,0.798,3.317,-0.019,-0.2868,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR27_EXT_SYNC_P3V3,B,LVC8T245 via R62,LVC8T245_B,"U18-4,U18-1",HVD75_D,2,R62,44.2,188.2,1.253,4.3,3.299,0.001,1.33,1.04,5.7,6.7,1.299,0.799,3.488,-0.22,-0.506,1.98,Outbound: LVC8T245 → HVD75 D input (via R)
TR28_EXT_SYNC_P3V3,A,U20-1,HVD75_R,U20-4,HVD75_D,1,R61,44.2,205.7,1.368,4.7,3.298,0.002,10.04,9.07,0.5,0.6,1.298,0.798,3.315,-0.017,-0.2868,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR28_EXT_SYNC_P3V3,B,LVC8T245 via R61,LVC8T245_B,"U20-4,U20-1",HVD75_D,2,R61,44.2,205.7,1.368,4.7,3.299,0.001,1.33,1.07,5.2,6.6,1.299,0.799,3.469,-0.217,-0.506,1.98,Outbound: LVC8T245 → HVD75 D input (via R)
TR29_EXT_SYNC_P3V3,A,U14-1,HVD75_R,U14-4,HVD75_D,1,R60,44.1,285.1,1.889,6.5,3.297,0.003,10.03,9.07,0.7,0.8,1.297,0.797,3.321,-0.023,-0.2857,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR29_EXT_SYNC_P3V3,B,LVC8T245 via R60,LVC8T245_B,"U14-4,U14-1",HVD75_D,2,R60,44.1,285.1,1.889,6.5,3.298,0.002,1.31,1.06,8.8,8.8,1.298,0.798,3.587,-0.288,-0.5051,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR2_EXT_SYNC_P3V3,A,U119-1,HVD75_R,U119-4,HVD75_D,1,R438,44.9,311.3,2.062,6.9,3.296,0.004,10.05,9.1,0.9,1.0,1.296,0.796,3.326,-0.03,-0.2939,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR2_EXT_SYNC_P3V3,B,LVC8T245 via R438,LVC8T245_B,"U119-4,U119-1",HVD75_D,2,R438,44.9,311.3,2.062,6.9,3.298,0.002,1.3,0.98,9.5,9.0,1.298,0.798,3.613,-0.293,-0.5118,2.86,Outbound: LVC8T245 → HVD75 D input (via R)
TR30_EXT_SYNC_P3V3,A,U6-1,HVD75_R,U6-4,HVD75_D,1,R59,44.1,353.0,2.335,8.0,3.296,0.004,10.06,9.1,0.8,0.9,1.296,0.796,3.323,-0.026,-0.2857,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR30_EXT_SYNC_P3V3,B,LVC8T245 via R59,LVC8T245_B,"U6-4,U6-1",HVD75_D,2,R59,44.1,353.0,2.335,8.0,3.297,0.003,1.33,0.98,7.1,6.5,1.297,0.797,3.532,-0.211,-0.5051,2.97,Outbound: LVC8T245 → HVD75 D input (via R)
TR31_EXT_SYNC_P3V3,A,U2-1,HVD75_R,U2-4,HVD75_D,1,R58,44.2,422.5,2.793,9.6,3.295,0.005,10.1,9.13,1.3,1.4,1.295,0.795,3.337,-0.042,-0.2868,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR31_EXT_SYNC_P3V3,B,LVC8T245 via R58,LVC8T245_B,"U2-4,U2-1",HVD75_D,2,R58,44.2,422.5,2.793,9.6,3.297,0.003,1.13,0.8,9.9,17.7,1.297,0.797,3.625,-0.58,-0.506,3.19,Outbound: LVC8T245 → HVD75 D input (via R)
TR32_EXT_SYNC_P3V3,A,U3-1,HVD75_R,U3-4,HVD75_D,1,R43,44.5,379.9,2.513,8.5,3.295,0.005,10.07,9.11,1.1,1.2,1.295,0.795,3.332,-0.036,-0.2899,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR32_EXT_SYNC_P3V3,B,LVC8T245 via R43,LVC8T245_B,"U3-4,U3-1",HVD75_D,2,R43,44.5,379.9,2.513,8.5,3.297,0.003,1.24,0.88,9.5,11.9,1.297,0.797,3.611,-0.389,-0.5085,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR33_EXT_SYNC_P3V3,A,U137-1,HVD75_R,U137-4,HVD75_D,1,R38,44.3,308.9,2.048,7.0,3.296,0.004,10.05,9.1,0.9,1.0,1.296,0.796,3.326,-0.029,-0.2878,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR33_EXT_SYNC_P3V3,B,LVC8T245 via R38,LVC8T245_B,"U137-4,U137-1",HVD75_D,2,R38,44.3,308.9,2.048,7.0,3.298,0.002,1.3,0.98,9.5,9.0,1.298,0.798,3.611,-0.294,-0.5068,2.86,Outbound: LVC8T245 → HVD75 D input (via R)
TR34_EXT_SYNC_P3V3,A,U9-1,HVD75_R,U9-4,HVD75_D,1,R37,44.3,258.7,1.717,5.8,3.297,0.003,10.04,9.07,0.8,0.9,1.297,0.797,3.323,-0.026,-0.2878,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR34_EXT_SYNC_P3V3,B,LVC8T245 via R37,LVC8T245_B,"U9-4,U9-1",HVD75_D,2,R37,44.3,258.7,1.717,5.8,3.298,0.002,1.27,1.03,9.0,11.7,1.298,0.798,3.595,-0.385,-0.5068,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR35_EXT_SYNC_P3V3,A,U13-1,HVD75_R,U13-4,HVD75_D,1,R31,44.6,140.3,0.94,3.2,3.298,0.002,10.04,9.07,0.1,0.1,1.298,0.798,3.3,-0.001,-0.2909,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR35_EXT_SYNC_P3V3,B,LVC8T245 via R31,LVC8T245_B,"U13-4,U13-1",HVD75_D,2,R31,44.6,140.3,0.94,3.2,3.299,0.001,1.44,1.17,0.3,0.4,1.299,0.799,3.31,-0.013,-0.5093,1.76,Outbound: LVC8T245 → HVD75 D input (via R)
TR36_EXT_SYNC_P3V3,A,U16-1,HVD75_R,U16-4,HVD75_D,1,R30,44.5,175.0,1.167,3.9,3.298,0.002,10.04,9.07,0.4,0.4,1.298,0.798,3.31,-0.011,-0.2899,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR36_EXT_SYNC_P3V3,B,LVC8T245 via R30,LVC8T245_B,"U16-4,U16-1",HVD75_D,2,R30,44.5,175.0,1.167,3.9,3.299,0.001,1.36,1.08,3.8,4.3,1.299,0.799,3.424,-0.141,-0.5085,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR37_EXT_SYNC_P3V3,A,U15-1,HVD75_R,U15-4,HVD75_D,1,R23,44.4,262.6,1.743,5.9,3.297,0.003,10.04,9.07,0.8,0.9,1.297,0.797,3.323,-0.026,-0.2888,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR37_EXT_SYNC_P3V3,B,LVC8T245 via R23,LVC8T245_B,"U15-4,U15-1",HVD75_D,2,R23,44.4,262.6,1.743,5.9,3.298,0.002,1.27,1.03,9.0,11.7,1.298,0.798,3.596,-0.386,-0.5076,2.2,Outbound: LVC8T245 → HVD75 D input (via R)
TR38_EXT_SYNC_P3V3,A,U139-1,HVD75_R,U139-4,HVD75_D,1,R22,44.3,339.8,2.25,7.7,3.296,0.004,10.05,9.09,0.9,1.0,1.296,0.796,3.326,-0.029,-0.2878,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR38_EXT_SYNC_P3V3,B,LVC8T245 via R22,LVC8T245_B,"U139-4,U139-1",HVD75_D,2,R22,44.3,339.8,2.25,7.7,3.298,0.002,1.3,0.98,9.5,9.0,1.298,0.798,3.611,-0.293,-0.5068,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR39_EXT_SYNC_P3V3,A,U8-1,HVD75_R,U8-4,HVD75_D,1,R17,44.3,433.1,2.863,9.8,3.295,0.005,10.09,9.13,1.3,1.4,1.295,0.795,3.338,-0.042,-0.2878,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR39_EXT_SYNC_P3V3,B,LVC8T245 via R17,LVC8T245_B,"U8-4,U8-1",HVD75_D,2,R17,44.3,433.1,2.863,9.8,3.297,0.003,1.13,0.8,9.9,17.7,1.297,0.797,3.625,-0.58,-0.5068,3.08,Outbound: LVC8T245 → HVD75 D input (via R)
TR3_EXT_SYNC_P3V3,A,U113-1,HVD75_R,U113-4,HVD75_D,1,R439,45.2,183.8,1.233,4.1,3.298,0.002,10.04,9.07,0.6,0.7,1.298,0.798,3.317,-0.02,-0.297,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR3_EXT_SYNC_P3V3,B,LVC8T245 via R439,LVC8T245_B,"U113-4,U113-1",HVD75_D,2,R439,45.2,183.8,1.233,4.1,3.299,0.001,1.33,1.04,5.8,6.7,1.299,0.799,3.489,-0.221,-0.5142,1.98,Outbound: LVC8T245 → HVD75 D input (via R)
TR40_EXT_SYNC_P3V3,A,U61-1,HVD75_R,U61-4,HVD75_D,1,R221,44.4,163.0,1.09,3.7,3.298,0.002,10.04,9.07,0.3,0.4,1.298,0.798,3.309,-0.01,-0.2888,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR40_EXT_SYNC_P3V3,B,LVC8T245 via R221,LVC8T245_B,"U61-4,U61-1",HVD75_D,2,R221,44.4,163.0,1.09,3.7,3.299,0.001,1.38,1.1,2.9,3.4,1.299,0.799,3.395,-0.113,-0.5076,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR41_EXT_SYNC_P3V3,A,U57-1,HVD75_R,U57-4,HVD75_D,1,R220,44.8,154.6,1.033,3.5,3.298,0.002,10.04,9.07,0.3,0.3,1.298,0.798,3.309,-0.01,-0.2929,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR41_EXT_SYNC_P3V3,B,LVC8T245 via R220,LVC8T245_B,"U57-4,U57-1",HVD75_D,2,R220,44.8,154.6,1.033,3.5,3.299,0.001,1.39,1.12,2.0,2.7,1.299,0.799,3.365,-0.087,-0.511,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR42_EXT_SYNC_P3V3,A,U51-1,HVD75_R,U51-4,HVD75_D,1,R219,44.6,167.2,1.116,3.8,3.298,0.002,10.04,9.07,0.3,0.4,1.298,0.798,3.309,-0.01,-0.2909,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR42_EXT_SYNC_P3V3,B,LVC8T245 via R219,LVC8T245_B,"U51-4,U51-1",HVD75_D,2,R219,44.6,167.2,1.116,3.8,3.299,0.001,1.38,1.1,2.9,3.4,1.299,0.799,3.395,-0.113,-0.5093,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR43_EXT_SYNC_P3V3,A,U49-1,HVD75_R,U49-4,HVD75_D,1,R218,44.3,197.9,1.316,4.5,3.298,0.002,10.04,9.07,0.6,0.7,1.298,0.798,3.317,-0.019,-0.2878,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR43_EXT_SYNC_P3V3,B,LVC8T245 via R218,LVC8T245_B,"U49-4,U49-1",HVD75_D,2,R218,44.3,197.9,1.316,4.5,3.299,0.001,1.3,1.03,6.4,8.2,1.299,0.799,3.509,-0.268,-0.5068,1.98,Outbound: LVC8T245 → HVD75 D input (via R)
TR44_EXT_SYNC_P3V3,A,U54-1,HVD75_R,U54-4,HVD75_D,1,R217,44.4,162.6,1.085,3.7,3.298,0.002,10.04,9.07,0.3,0.4,1.298,0.798,3.309,-0.01,-0.2888,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR44_EXT_SYNC_P3V3,B,LVC8T245 via R217,LVC8T245_B,"U54-4,U54-1",HVD75_D,2,R217,44.4,162.6,1.085,3.7,3.299,0.001,1.38,1.1,2.9,3.4,1.299,0.799,3.395,-0.113,-0.5076,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR45_EXT_SYNC_P3V3,A,U56-1,HVD75_R,U56-4,HVD75_D,1,R216,44.9,157.4,1.051,3.5,3.298,0.002,10.04,9.07,0.3,0.4,1.298,0.798,3.31,-0.011,-0.2939,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR45_EXT_SYNC_P3V3,B,LVC8T245 via R216,LVC8T245_B,"U56-4,U56-1",HVD75_D,2,R216,44.9,157.4,1.051,3.5,3.299,0.001,1.37,1.1,3.3,4.2,1.299,0.799,3.406,-0.137,-0.5118,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR46_EXT_SYNC_P3V3,A,U63-1,HVD75_R,U63-4,HVD75_D,1,R215,44.9,164.2,1.097,3.7,3.298,0.002,10.04,9.07,0.3,0.4,1.298,0.798,3.309,-0.01,-0.2939,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR46_EXT_SYNC_P3V3,B,LVC8T245 via R215,LVC8T245_B,"U63-4,U63-1",HVD75_D,2,R215,44.9,164.2,1.097,3.7,3.299,0.001,1.38,1.1,2.9,3.4,1.299,0.799,3.395,-0.113,-0.5118,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR47_EXT_SYNC_P3V3,A,U65-1,HVD75_R,U65-4,HVD75_D,1,R214,44.3,192.4,1.286,4.3,3.298,0.002,10.04,9.07,0.6,0.7,1.298,0.798,3.318,-0.02,-0.2878,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR47_EXT_SYNC_P3V3,B,LVC8T245 via R214,LVC8T245_B,"U65-4,U65-1",HVD75_D,2,R214,44.3,192.4,1.286,4.3,3.299,0.001,1.3,1.03,6.9,8.2,1.299,0.799,3.528,-0.269,-0.5068,2.09,Outbound: LVC8T245 → HVD75 D input (via R)
TR48_EXT_SYNC_P3V3,A,U101-1,HVD75_R,U101-4,HVD75_D,1,R490,45.5,340.8,2.246,7.5,3.29,0.01,10.07,9.11,0.9,1.0,1.29,0.79,3.321,-0.024,-0.3,12.1,Inbound: HVD75 R output → LVC8T245 (via R)
TR48_EXT_SYNC_P3V3,B,LVC8T245 via R490,LVC8T245_B,"U101-4,U101-1",HVD75_D,2,R490,45.5,340.8,2.246,7.5,3.294,0.006,1.3,0.98,9.5,8.9,1.294,0.794,3.609,-0.289,-0.5167,2.42,Outbound: LVC8T245 → HVD75 D input (via R)
TR49_EXT_SYNC_P3V3,A,U99-1,HVD75_R,U99-4,HVD75_D,1,R486,45.5,372.6,2.45,8.2,3.289,0.011,10.08,9.12,1.2,1.3,1.289,0.789,3.329,-0.033,-0.3,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR49_EXT_SYNC_P3V3,B,LVC8T245 via R486,LVC8T245_B,"U99-4,U99-1",HVD75_D,2,R486,45.5,372.6,2.45,8.2,3.293,0.007,1.25,0.88,11.9,12.3,1.293,0.793,3.686,-0.398,-0.5167,2.53,Outbound: LVC8T245 → HVD75 D input (via R)
TR4_EXT_SYNC_P3V3,A,U106-1,HVD75_R,U106-4,HVD75_D,1,R447,45.1,214.3,1.425,4.8,3.297,0.003,10.04,9.07,0.5,0.6,1.297,0.797,3.315,-0.017,-0.296,11.88,Inbound: HVD75 R output → LVC8T245 (via R)
TR4_EXT_SYNC_P3V3,B,LVC8T245 via R447,LVC8T245_B,"U106-4,U106-1",HVD75_D,2,R447,45.1,214.3,1.425,4.8,3.299,0.001,1.33,1.07,4.6,6.7,1.299,0.799,3.452,-0.219,-0.5134,1.65,Outbound: LVC8T245 → HVD75 D input (via R)
TR50_EXT_SYNC_P3V3,A,U97-1,HVD75_R,U97-4,HVD75_D,1,R485,45.5,408.7,2.685,9.0,3.288,0.012,10.11,9.14,1.4,1.6,1.288,0.788,3.334,-0.039,-0.3,11.99,Inbound: HVD75 R output → LVC8T245 (via R)
TR50_EXT_SYNC_P3V3,B,LVC8T245 via R485,LVC8T245_B,"U97-4,U97-1",HVD75_D,2,R485,45.5,408.7,2.685,9.0,3.293,0.007,1.13,0.8,12.0,17.7,1.293,0.793,3.688,-0.577,-0.5167,2.53,Outbound: LVC8T245 → HVD75 D input (via R)
