net_name,run_id,driver_pin,driver_model,rx_pins,rx_model,n_rx,series_r,z0_avg,delay_ps,length_in,cap_pf,voh,vol,rise_time_ns,fall_time_ns,overshoot_pct,undershoot_pct,nmh,nml,peak_v,trough_v,gamma_source,settling_time_ns,notes
TR8_EXT_SYNC_P1V8,B,LVC8T245 via R269,LVC8T245_18,U10-R16,FPGA_LVCMOS18,1,R269,45.7,1111.0,7.26,24.4,1.782,0.018,2.37,1.83,13.1,18.3,0.612,0.612,2.019,-0.312,-0.3363,5.72,Inbound: LVC8T245 A-port → FPGA (via R)
TR9_EXT_SYNC_P1V8,A,U10-P15,FPGA_LVCMOS18,LVC8T245 via R268,LVC8T245_18,1,R268,45.7,1121.0,7.319,24.6,1.713,0.087,6.88,6.86,0.0,0.0,0.446,0.491,1.713,0.087,0.4382,8.14,Outbound: FPGA → LVC8T245 A-port (via R)
TR9_EXT_SYNC_P1V8,B,LVC8T245 via R268,LVC8T245_18,U10-P15,FPGA_LVCMOS18,1,R268,45.7,1121.0,7.319,24.6,1.782,0.018,2.37,1.83,13.1,18.3,0.612,0.612,2.019,-0.312,-0.3363,5.72,Inbound: LVC8T245 A-port → FPGA (via R)
TE_EXT_SYNC_P1V8,A,U72-19,LVC8T245_18,U10-B29,FPGA_LVCMOS18,1,R525,45.9,905.2,5.919,19.7,1.785,0.015,2.57,1.96,8.4,12.2,0.615,0.615,1.936,-0.205,-0.3382,5.28,LVC8T245 B1 → FPGA (via R525)
TE_EXT_SYNC_P1V8,B,U10-B29,FPGA_LVCMOS18,U72-19,LVC8T245_18,1,R525,45.9,905.2,5.919,19.7,1.728,0.072,5.47,5.45,0.0,0.0,0.46,0.505,1.728,0.072,0.4365,6.6,FPGA → LVC8T245 B1 (via R525)
SYNC_EN_P1V8,—,U10-F15,FPGA_LVCMOS18,8×U83 pins (14-21),LVC8T245_18,8,—,48.3,863.3,5.689,17.9,1.739,0.061,8.43,8.43,0.0,0.0,0.471,0.516,1.739,0.061,0.4156,10.45,"FPGA → 8 LVC8T245 pins, multi-drop ~48pF"
DIR_AB_P1V8,—,U10-M14,FPGA_LVCMOS18,8×U91 pins (14-21),LVC8T245_18,8,—,48.2,765.2,5.05,15.9,1.743,0.057,8.0,8.0,0.0,0.0,0.475,0.52,1.743,0.057,0.4165,10.01,"FPGA → 8 LVC8T245 DIR pins, multi-drop ~48pF"
SRS0_UCD_ALERT_P1V8,—,U10-AV33,FPGA_LVCMOS18,TXS0104 via R55,TXS0104_A18,1,R55,45.7,2129.0,13.887,46.6,1.638,0.162,18.38,18.35,0.0,0.0,0.468,0.468,1.638,0.162,0.4382,14.96,"FPGA → TXS0104 (receiver only, passive translator)"
SRS0_UCD_CLK_P1V8,—,U10-AV31,FPGA_LVCMOS18,TXS0104 via R48,TXS0104_A18,1,R48,45.7,2144.0,13.983,47.0,1.638,0.162,18.49,18.46,0.0,0.0,0.468,0.468,1.638,0.162,0.4382,15.07,"FPGA → TXS0104 (receiver only, passive translator)"
SRS0_UCD_DATA_P1V8,—,U10-AW33,FPGA_LVCMOS18,TXS0104 via R52,TXS0104_A18,1,R52,45.7,2140.0,13.957,46.8,1.638,0.162,18.49,18.46,0.0,0.0,0.468,0.468,1.638,0.162,0.4382,15.07,"FPGA → TXS0104 (receiver only, passive translator)"
SRS1_UCD_ALERT_P1V8,—,U10-D34,FPGA_LVCMOS18,TXS0104 via R142,TXS0104_A18,1,R142,45.6,1882.0,12.277,41.3,1.655,0.145,15.09,15.06,0.0,0.0,0.485,0.485,1.655,0.145,0.4391,13.31,"FPGA → TXS0104 (receiver only, passive translator)"
SRS1_UCD_CLK_P1V8,—,U10-J29,FPGA_LVCMOS18,TXS0104 via R144,TXS0104_A18,1,R144,45.7,1743.0,11.373,38.2,1.664,0.136,13.94,13.94,0.0,0.0,0.494,0.494,1.664,0.136,0.4382,12.32,"FPGA → TXS0104 (receiver only, passive translator)"
SRS1_UCD_DATA_P1V8,—,U10-D35,FPGA_LVCMOS18,TXS0104 via R143,TXS0104_A18,1,R143,45.6,1843.0,12.022,40.5,1.659,0.141,14.81,14.79,0.0,0.0,0.489,0.489,1.659,0.141,0.4391,13.09,"FPGA → TXS0104 (receiver only, passive translator)"
SRS2_UCD_ALERT_P1V8,—,U10-AU29,FPGA_LVCMOS18,TXS0104 via R392,TXS0104_A18,1,R392,45.3,630.2,4.139,13.9,1.751,0.049,3.83,3.82,0.0,0.0,0.581,0.581,1.751,0.049,0.4418,4.73,"FPGA → TXS0104 (receiver only, passive translator)"
SRS2_UCD_CLK_P1V8,—,U10-AU27,FPGA_LVCMOS18,TXS0104 via R398,TXS0104_A18,1,R398,45.3,589.3,3.86,13.0,1.753,0.047,3.49,3.49,0.0,0.0,0.583,0.583,1.753,0.047,0.4418,4.4,"FPGA → TXS0104 (receiver only, passive translator)"
SRS2_UCD_DATA_P1V8,—,U10-AU30,FPGA_LVCMOS18,TXS0104 via R397,TXS0104_A18,1,R397,45.3,650.0,4.262,14.4,1.75,0.05,3.94,3.94,0.0,0.0,0.58,0.58,1.75,0.05,0.4418,4.84,"FPGA → TXS0104 (receiver only, passive translator)"
SRS0_UCD_CNTRL_P1V8,—,U10-AY31,FPGA_LVCMOS18,U17-2,TXS0104_A18,1,—,45.8,2141.0,13.974,46.7,1.639,0.161,17.97,17.93,0.0,0.0,0.469,0.469,1.639,0.161,0.4373,15.07,"Bidirectional: FPGA drives, TXS0104 is passive load"
SRS1_UCD_CNTRL_P1V8,—,U10-K31,FPGA_LVCMOS18,U43-2,TXS0104_A18,1,—,45.6,1690.0,11.022,37.0,1.668,0.132,13.41,13.44,0.0,0.0,0.498,0.498,1.668,0.132,0.4391,11.99,"Bidirectional: FPGA drives, TXS0104 is passive load"
SRS2_UCD_CNTRL_P1V8,—,U10-AV29,FPGA_LVCMOS18,U110-2,TXS0104_A18,1,—,45.9,627.7,4.139,13.7,1.753,0.047,3.66,3.67,0.0,0.0,0.583,0.583,1.753,0.047,0.4365,4.62,"Bidirectional: FPGA drives, TXS0104 is passive load"
SRS0_PLL_SYNC_P1V8,—,U10-P28,FPGA_LVCMOS18,U67-3,TXS0104_A18,1,—,45.7,1386.0,9.045,30.3,1.691,0.109,8.66,8.63,0.0,0.0,0.521,0.521,1.691,0.109,0.4382,9.9,"FPGA drives, TXS0104 passive receiver"
SRS1_PLL_SYNC_P1V8,—,U10-A29,FPGA_LVCMOS18,U67-4,TXS0104_A18,1,—,45.8,1105.0,7.206,24.2,1.714,0.086,6.74,6.7,0.0,0.0,0.544,0.544,1.714,0.086,0.4373,7.92,"FPGA drives, TXS0104 passive receiver"
SRS2_PLL_SYNC_P1V8,—,U10-A30,FPGA_LVCMOS18,U67-5,TXS0104_A18,1,—,45.8,1107.0,7.23,24.2,1.714,0.086,6.74,6.7,0.0,0.0,0.544,0.544,1.714,0.086,0.4373,7.92,"FPGA drives, TXS0104 passive receiver"
PRS_UCD_ALERT_P1V8,—,U10-D19,FPGA_LVCMOS18,TXS0104 via R324,TXS0104_A18,1,R324,45.7,1082.0,7.071,23.7,1.713,0.087,6.63,6.6,0.0,0.0,0.543,0.543,1.713,0.087,0.4382,7.7,FPGA → TXS0104 (passive receiver)
PRS_UCD_CLK_P1V8,—,U10-F17,FPGA_LVCMOS18,TXS0104 via R322,TXS0104_A18,1,R322,45.7,1101.0,7.187,24.1,1.713,0.087,6.74,6.71,0.0,0.0,0.543,0.543,1.713,0.087,0.4382,7.92,FPGA → TXS0104 (passive receiver)
PRS_UCD_DATA_P1V8,—,U10-F18,FPGA_LVCMOS18,TXS0104 via R323,TXS0104_A18,1,R323,45.8,1092.0,7.134,23.9,1.714,0.086,6.74,6.7,0.0,0.0,0.544,0.544,1.714,0.086,0.4373,7.81,FPGA → TXS0104 (passive receiver)
PRS_UCD_CNTRL_P1V8,—,U10-D20,FPGA_LVCMOS18,U86-2,TXS0104_A18,1,—,45.9,1068.0,6.979,23.3,1.719,0.081,6.49,6.46,0.0,0.0,0.549,0.549,1.719,0.081,0.4365,7.59,"Bidirectional: FPGA drives, TXS0104 passive"
PRS_SPI0_VX_CS_N_P1V8,—,U10-C18,FPGA_LVCMOS18,Zynq via R354,ZYNQ_LVCMOS18,1,R354,45.4,349.7,2.299,7.7,1.773,0.027,1.94,1.9,0.0,0.0,0.603,0.603,1.773,0.027,0.4409,2.75,FPGA CS_N → Zynq
PRS_SPI0_PS_CS_N_P1V8,—,U4-AC21,ZYNQ_LVCMOS18,FPGA via R353,FPGA_LVCMOS18,1,R353,45.7,2413.0,15.745,52.8,1.617,0.183,0.28,0.24,0.0,0.0,0.447,0.447,1.617,0.183,0.4382,16.94,Zynq CS_N → FPGA
PRS_SPI0_SCLK_P1V8_VX,—,U10-C21,FPGA_LVCMOS18,Zynq via R355,ZYNQ_LVCMOS18,1,R355,45.5,314.7,2.072,6.9,1.776,0.024,1.86,1.84,0.0,0.0,0.606,0.606,1.776,0.024,0.44,2.53,FPGA SCLK → Zynq
PRS_SPI0_SCLK_P1V8_PS,—,U4-AB20,ZYNQ_LVCMOS18,FPGA via R526,FPGA_LVCMOS18,1,R526,45.7,2007.0,13.108,44.0,1.647,0.153,16.28,16.26,0.0,0.0,0.477,0.477,1.647,0.153,0.4382,14.08,Zynq SCLK → FPGA
PRS_SPI0_MOSI_P1V8,A,U10-C19,FPGA_LVCMOS18,U4-AB18,ZYNQ_LVCMOS18,1,R356,45.6,2603.0,16.985,57.1,1.604,0.196,0.28,0.24,0.0,0.0,0.434,0.434,1.604,0.196,0.4391,18.26,FPGA MOSI → Zynq
PRS_SPI0_MOSI_P1V8,B,U4-AB18,ZYNQ_LVCMOS18,U10-C19,FPGA_LVCMOS18,1,R356,45.6,2603.0,16.985,57.1,1.604,0.196,0.28,0.24,0.0,0.0,0.434,0.434,1.604,0.196,0.4391,18.26,Zynq MOSI → FPGA
PRS_SPI0_MISO_P1V8,A,U81-16,LVC8T245_18,U10-B21,FPGA_LVCMOS18,1,R1027,45.7,3021.0,19.697,66.2,1.75,0.05,2.31,1.9,29.3,29.3,0.58,0.58,2.277,-0.477,-0.3363,16.39,LVC8T245 → FPGA MISO
PRS_SPI0_MISO_P1V8,B,U10-B21,FPGA_LVCMOS18,U81-16,LVC8T245_18,1,R1027,45.7,3021.0,19.697,66.2,1.577,0.223,0.28,0.24,0.0,0.0,0.309,0.354,1.577,0.223,0.4382,21.23,FPGA → LVC8T245 MISO
PRS_PS_PCIE_RESET_N_P1V8,—,U4-G16,ZYNQ_LVCMOS18,FPGA via R306,FPGA_LVCMOS18,1,R306,45.7,1520.0,9.926,33.3,1.682,0.118,9.45,9.43,0.0,0.0,0.512,0.512,1.682,0.118,0.4382,10.78,Zynq PCIE_RESET_N → FPGA
PRS_PLL_SYNC_P1V8,—,U10-R28,FPGA_LVCMOS18,U67-2,TXS0104_A18,1,—,45.7,1380.0,8.998,30.2,1.691,0.109,8.55,8.52,0.0,0.0,0.521,0.521,1.691,0.109,0.4382,9.79,"FPGA drives, TXS0104 passive receiver"
LMK_STATUS_LD1_P1V8,—,U10-D28,FPGA_LVCMOS18,LMK via R349,LVC8T245_18,1,R349,45.6,323.6,2.129,7.1,1.775,0.025,2.03,2.01,0.0,0.0,0.507,0.552,1.775,0.025,0.4391,2.75,FPGA → LMK STATUS (via level translator)
LMK_STATUS_LD2_P1V8,—,U10-E28,FPGA_LVCMOS18,LMK via R350,LVC8T245_18,1,R350,45.5,321.8,2.118,7.1,1.775,0.025,2.03,2.01,0.0,0.0,0.508,0.553,1.775,0.025,0.44,2.75,FPGA → LMK STATUS_LD2 (via level translator)
LMK_RST_P1V8,—,U81-21,LVC8T245_18,U10-G22,FPGA_LVCMOS18,1,—,45.7,813.7,5.316,17.8,1.787,0.013,2.62,2.01,8.7,10.6,0.617,0.617,1.943,-0.178,-0.3363,5.17,LVC8T245 → FPGA LMK_RST
LMK_PLL_SYNC_P1V8,—,U72-14,LVC8T245_18,U10-C27,FPGA_LVCMOS18,1,—,45.6,940.4,6.135,20.7,1.785,0.015,2.52,1.91,9.3,13.7,0.615,0.615,1.953,-0.232,-0.3353,5.39,LVC8T245 → FPGA LMK_PLL_SYNC
GE1_MDIO_P1V8,A,U874-41,DP83869_MDIO,U78-5,TXS0104_A18,1,R1713,45.7,1265.0,8.268,27.7,1.755,0.045,0.84,0.84,0.0,0.0,0.585,0.585,1.755,0.045,0.0449,2.42,DP83869 MDIO → TXS0104 (via R)
GE1_MDIO_P1V8,B,TXS0104 via R1713,DP83869_MDIO,U874-41,DP83869_MDIO,1,R1713,45.7,1265.0,8.268,27.7,1.755,0.045,0.46,0.46,0.0,0.0,0.551,0.299,1.755,0.045,0.0449,1.76,External → DP83869 MDIO (via TXS0104 + R)
GE1_MDC_P1V8,—,U874-42,DP83869_MDIO,FPGA via R307,FPGA_LVCMOS18,1,R307,45.8,1210.0,7.919,26.4,1.758,0.042,0.63,0.63,0.0,0.0,0.588,0.588,1.758,0.042,0.0438,1.98,DP83869 MDC clock → FPGA
FAN_EN_P1V8,—,U10-C28,FPGA_LVCMOS18,U72-20,LVC8T245_18,1,R524,39.8,933.1,6.098,23.5,1.723,0.077,6.17,6.14,0.0,0.0,0.456,0.501,1.723,0.077,0.4923,8.36,FPGA → LVC8T245 DIR (via R)
RUN_P1V8,—,U73-1,FPGA_LVCMOS18,U75-2,FPGA_LVCMOS18,1,R253,48.4,40.6,0.296,0.0,1.799,0.001,0.52,0.49,0.0,0.0,0.629,0.629,1.799,0.001,0.4148,0.66,"TPS3808 → LTC7151 RUN (power sequencing, slow)"
P48V_EN_P1V8,—,U10-C29,FPGA_LVCMOS18,U72-21,LVC8T245_18,1,R523,45.7,905.0,5.917,19.8,1.727,0.073,5.48,5.46,0.0,0.0,0.46,0.505,1.727,0.073,0.4382,6.6,FPGA → LVC8T245 (P48V enable via R)
P3V3_P1V8_MGTV_RUN,—,TPS3808/ext,FPGA_LVCMOS18,4×LTC7151+TPS3808,FPGA_LVCMOS18,5,R204,45.7,1734.0,11.33,37.9,1.668,0.132,13.63,13.68,0.0,0.0,0.498,0.498,1.668,0.132,0.4382,12.54,Power enable → 5 receivers (multi-drop)
